name,HAPPY,ANGRY,SURPRISED,FEAR,CALM,CONFUSED,SAD,DISGUSTED
חילי טרופר,28.992722633481026,3.2563614499522373,9.381555819511414,9.08805329799652,47.85120046827942,10.058281342918054,2.8338491439819338,1.1690493133384734
חמד עמאר,35.56046309234465,2.326239006703391,14.130868631250719,6.1322714861701515,48.70201214359087,2.6486568225218967,2.2667376574348,0.43479989419746046
טניה מזרסקי,34.34645452669689,3.804306847708566,7.401425497872489,25.276417425700597,28.865746776972497,2.892213295080832,6.126602411270142,4.714868009090424
יאיר גולן,34.61855097246521,1.145335206433254,9.165819055893841,6.681631508995505,36.634513293119035,6.140842045931255,22.991878649767706,0.9587793662486708
יאיר לפיד,13.376421105116606,5.27379756939152,6.531335374583369,5.991975431856901,63.44858187096922,8.59855209533935,11.065205853918325,0.4465849526307505
יבגני סובה,19.391805564417787,4.516434851547946,15.065681892892588,6.972083257592243,39.5567818167417,19.290716956491057,2.6781853178273076,5.313005359924358
יואב בן-צור,7.374949836417248,2.561936485139947,17.535623776285274,8.566967512431898,34.64684740806881,9.378920357478293,8.006551177878128,25.600522414634103
יואב גלנט,21.20862534704308,4.837604606912161,17.337908168633778,6.083539346853892,51.088369208038785,11.31743159952263,2.592984934647878,1.117894213957091
יואב סגלוביץ,6.017243975063875,7.908846111169884,8.940835998171853,8.191422417050315,73.1860866575014,4.221221067011356,3.651340961456299,0.8577966600479114
יואל רזבוזוב,31.07636993820779,0.7576818359084427,7.112237066030502,7.2613750994205475,50.642196813365445,8.617998209607322,2.2941096872091293,5.139228581654606
יובל שטייניץ,10.649505503150928,2.131837721362612,8.815075698651766,6.121451679028962,77.05136257233589,2.984295955516006,5.220513908486617,0.6707681975584772
יולי אדלשטיין,34.442845511857584,7.435583080982526,10.52090777521548,9.878273943196172,45.48034822737859,3.1002833690878977,3.749531590420267,0.6359338208972274
יוליה מלינובסקי,23.99380455802505,5.7019008328012815,23.052986800670624,7.06620039542516,38.72392092367712,8.410535832013315,6.590993255376816,1.4752093182954316
יום טוב כלפון,23.578711238634938,8.55554143646184,12.967971521265367,6.247196646297679,49.91983688315924,8.30245496639434,3.502707425285788,0.7074671483543866
יוסי טייב,44.04691902510563,1.0738200790300552,7.221138689253065,6.109975920783149,45.21506220309271,5.084502979854329,3.2425176435046725,0.48524020438263604
יוסי שיין,10.876338619589806,4.1287932111695405,16.338675098419188,11.821627464294433,50.913095076680186,8.825703509449959,8.499723834991455,3.822326559908688
יועז הנדל,38.13663230229307,1.8516405398646991,11.643985306775129,6.76671639195195,40.58010608019928,7.556021933478338,5.337395253004851,1.1175209359714278
יוראי להב-הרצנו,27.297632111443413,3.952791969291866,12.791310257381863,7.162354389826457,49.53031344804913,6.929946141524447,2.6447160641352334,3.0481240825934544
ינון אזולאי,23.329787638038397,4.254420268264684,6.776025381955233,6.338275497609919,59.11707380143079,6.644888623194261,2.823336113582958,2.7990654152818024
יסמין פרידמן,57.73586545369643,0.6821859591804883,12.220962552463307,6.296273736392751,26.64452069932047,3.896445528987576,8.036286073572496,0.9216569426524288
יעל רון בן משה,31.955415533561457,6.312315199720232,31.00674837513974,9.746270305231997,19.12939615949596,12.780716324323102,2.603845759441978,2.5985831821239307
יעקב אשר,9.453284341314186,20.510757257044315,31.3559676806132,7.705198097229004,34.104279656987636,8.430194185503447,2.5359901110331218,1.4569590838936468
יעקב טסלר,2.8753568337415345,0.7851902462571161,23.46606156229973,10.955703884363174,70.36700575053692,4.151330766704632,4.006711542606354,0.5811787871061824
יעקב ליצמן,1.9007733725011349,0.2914781600353308,7.633458399772644,6.425347900390625,91.97603244781494,1.2370351748075337,2.4455448985099792,0.5524072086205706
יעקב מרגי,10.760475491018346,0.8722220723284408,8.915803213914236,10.627789119879404,64.90536358665365,8.775091750081629,8.491648981968561,0.5938888970995322
יפעת שאשא-ביטון,61.767473055154554,0.616582803777419,11.012311029434205,6.08598895072937,19.867187609989195,11.953796780668199,2.305721843242645,0.8061921288724989
יצחק פינדרוס,25.194846092945053,2.21706194962774,16.007761183239165,11.908476466224307,43.15666139626964,7.819825465923974,6.0473104772113615,3.5274770367181016
יריב לוין,12.279314624718749,4.6862344936682625,8.199145096998949,6.307199294750507,36.0293367742919,34.2795454710722,7.460017543572646,4.84375022409054
ישראל אייכלר,26.056309675555287,0.7559376888481589,27.968922634919483,6.761476834615071,43.55479123777089,7.1111283611971885,3.4221623241901398,0.6505849526147358
ישראל כ"ץ,40.65259532367482,11.32557525261141,6.871534571928136,6.095530173357795,29.530406285378643,8.159385877004002,3.3045070031109978,6.379118801258943
לימור מגן-תלם,60.008553155900344,2.6128363431147905,7.16016031348187,7.275761086007823,17.328444260455992,6.433612445126409,7.2192294908606485,4.072171965532976
מאזן גנאים,39.21854748557273,14.861053298178472,14.867504421033358,11.078438156529478,20.193139527311647,8.378851109625478,4.403214090748837,2.66214275399321
מאי גולן,26.973931646345974,1.6520017217293284,10.287727581827264,10.421314289695339,37.3463406145058,8.98122635059745,20.165924837714748,2.272040905905765
מאיר יצחק-הלוי,58.33422711666893,1.4998979965389214,6.757891290328082,6.14649175195133,20.756535873683305,15.367546651649343,3.7482142167932846,0.8330705747734207
מאיר כהן,1.505524199374992,4.773136768247122,7.913493032040804,6.126471540202266,74.08734566232432,6.430997703548359,13.000460863113403,0.6570433174138484
מאיר פרוש,1.0127788730289624,2.980814665879892,21.257211581520412,13.239138810530953,63.81409981976385,10.104034641595637,4.266357235286547,0.6123867133308364
מוסי רז,14.378133341670036,8.14166331918616,7.675909443905479,11.525663902885036,48.00206770865541,18.174670544109848,2.62968773590891,1.5611889970145727
מופיד מרעי,22.60986689850688,3.5044314733240753,7.901874452829361,7.0687452256679535,33.1828051507473,17.381014924496412,20.757089346647263,2.85799606051296
מיכאל ביטון,1.3804491486400365,4.512295762896538,12.638227939605713,6.498924446105957,57.94377238750458,19.199649102687836,6.361472272872925,7.121538455188275
מיכאל מלכיאלי,9.881570225581527,2.5910745865354934,14.678056240081787,6.330020507176717,65.29214893902342,7.134690235058467,2.8917745848496756,4.188858975966771
מיכל וולדיגר,38.21271937717929,0.8616595948605161,11.610709416238885,8.236365243008262,47.08859356081015,2.431054127255553,7.561222929703562,0.5448799947962949
מיכל רוזין,24.308481405178707,1.541535993003183,16.876227166917587,6.861564742194282,34.73794525199466,16.903545915252632,8.55469110276964,7.446104064169857
מיכל שיר,43.95067143650807,1.042637970905913,7.636147499084473,6.380171319712764,37.17754752079592,7.7886563507111175,8.389622895613961,1.1238707082103128
מיקי זוהר,6.542843242813098,13.242738948056573,16.889718055725098,6.235971927642822,55.4690191846733,8.502679257800704,2.611841139040495,2.968471690424179
מיקי לוי,13.244290097235618,5.6305024158632895,7.140380881049416,14.358270168304443,51.81417804956436,12.831259750845758,8.174328099597584,0.9826394299214537
מירב בן ארי,47.39099805155083,3.0420718924387504,6.9491908675745915,6.351462339100085,31.293205549352262,13.334885474098357,2.80682823532506,1.2588377285160517
מירב כהן,51.374371824320406,0.47692657041956077,7.726635521108454,6.187136520038951,39.856557720594786,4.152826128358191,2.353666836565191,0.737485393839465
מירי רגב,43.59827984217554,2.358116928022355,10.847253282864889,20.00415986776352,22.874856946757063,2.963445685493449,10.667553007602692,2.5410970239900053
מנסור עבאס,37.66803594944732,0.9377312947596822,7.505481089864459,6.025775228227888,53.647198922399966,2.2853045033823167,4.58281809943063,1.9079846407153778
מרב מיכאלי,43.85001240670681,0.949863993012431,9.674673427234996,9.085185506127097,43.77257843419317,3.2933216586878356,2.8191384727304634,0.771977174773135
משה אבוטבול,39.91253060800955,2.354120575648267,7.239170098304749,7.1727773427963255,46.244105972815305,5.00354515404324,3.541559076309204,0.6601124596374575
משה ארבל,34.5921829621549,1.4066115554974035,10.984330194967765,8.540329262062356,39.59139686591785,11.701338082707176,2.780071090768885,3.1235344842490225
משה גפני,9.591165500387934,1.1235050360094114,13.20783626622167,6.571000543133966,70.83213849930928,6.395528176157125,3.4196031997943748,1.2178148194135905
משה טור-פז,66.0756214053223,5.984246759528392,8.966495363335861,6.15553617477417,12.7262903049,9.794686180000243,2.3706398010253906,1.1420868955748646
מתן כהנא,9.727060057067623,1.8231421356710296,10.38318540652593,6.34412157535553,53.29707786440849,26.383145379212994,2.3913037180900574,3.2651462613915405
ניצן הורוביץ,23.85202253406698,21.968393655324522,11.536599267612804,6.329643422907049,30.97408550444313,10.291052993048321,6.955804142084989,1.862360744652423
ניר אורבך,20.89489894926548,1.9854021602869034,10.806152324676514,6.626015491485596,55.49744281068444,10.243634603619576,4.5184243965148925,1.1250351735949515
ניר ברקת,21.09942863835022,3.518057332995037,8.172869682312012,6.275551279385884,48.77808355237357,19.001364428550005,5.6666483382383985,1.6983221280388534
נירה שפק,30.455182155424897,1.1814732225611806,16.59281063079834,6.242939038710161,47.973473300141364,6.332585245540196,2.5162779201160776,3.515307662669908
נעמה לזימי,46.01499184034765,1.74077321826057,7.200858853080056,10.450349872762507,24.28968110189519,7.355629379776391,14.412388042970138,3.300362764773044
נפתלי בנט,27.75007367413491,4.604365001432598,8.296556293964386,6.6660944521427155,28.893343927455135,28.433611979708076,4.400839075446129,1.6709611341357231
סאמי אבו שחאדה,20.411484748125076,2.654399698600173,22.791372934977215,6.81748464372423,51.39963683651553,6.285677792297469,3.074879288673401,1.683170706861549
סימון דוידסון,30.813992779701948,4.151083527307492,12.357194751501083,6.225061625242233,49.265269249954144,2.14312219718704,8.858010217547417,2.975045790313743
סעיד אלח'רומי,6.007678011587511,7.708439785366257,12.757608811060587,6.475953976313273,66.46564350277185,10.238468812157711,2.6922349830468497,1.030120188370347
עאידה תומא-סלימאן,21.312200783530162,2.14662167429924,13.268834250313896,8.315784794943673,27.820822528430394,20.935956875483196,9.680415573574248,9.7492974581463
עודד פורר,32.590202541627846,8.06625007934725,14.047061700087328,6.548761367797852,38.379978170976614,9.532200139015913,2.63629398896144,1.2882884720770211
עופר כסיף,10.616799582682905,1.4959255368227051,8.371439048222133,6.345997583298456,77.17320678347633,2.888572797179222,3.418816225869315,0.7973427678502741
עידית סילמן,38.027912220672555,1.0926057163037752,32.16721032795153,6.953136017448024,30.765059926792194,6.040848662978725,2.709505081176758,1.294317384299479
עידן רול,35.455826337635514,3.298295005162557,6.563076591491699,6.038830089569092,51.09847485752155,4.155056735873222,8.728523985544841,0.774439542243878
עיסאווי פריג',16.02225218723087,0.9952896434421602,11.647533115587736,6.41833465977719,71.83869924984481,3.2221353002088633,2.415525009757594,0.8989812432249126
עלי סלאלחה,12.01073580130469,1.6938958522863685,13.086335921287537,6.204972982406616,68.64283350110054,8.837387956865133,2.6239924669265746,0.972327812993899
עמיחי שיקלי,13.842520929500461,6.894172502309084,6.649393439292908,6.158804559707642,65.48423232622444,8.044745784252882,3.998941969871521,1.1065581191331149
עמר בר לב,19.062500563450158,4.440489544178403,10.935654254186721,6.043417431059337,51.13217501351166,14.31855863973587,9.704082977204095,0.43580092956489397
ענבר בזק,43.206520563539335,5.264317310250857,12.461398489335004,6.498242574579575,24.37799561719465,17.088255803812952,4.4745559411890365,0.5468795428819516
פנינה תמנו-שטה,45.4549651555717,3.1552791179945836,9.506566762924194,6.4667155009049635,26.759645622062425,11.568974975998012,6.669886790789091,3.442886309411663
צבי האוזר,11.982386043843102,1.2629557260695625,11.035764357622933,6.465981763951919,69.0933616511962,8.930751423625384,2.8564196895150578,0.7047918596688438
צחי הנגבי,12.36961236409843,1.6466079095209187,10.492262970317494,12.362781156193126,58.85338058331135,7.675591351887719,8.156352129849521,1.741077009080486
קארין אלהרר,38.48933216605497,1.681374213617781,8.84914429291435,6.533117377239725,29.22961963907532,10.332773118887259,23.56463844879814,1.5708987178361935
קטי שטרית,31.366611978411676,1.269129292294383,8.153651022911072,6.419946789741516,47.168087975122035,7.431905764713884,2.928421366214752,6.693295043706894
קרן ברק,30.098327055573463,8.21990057763954,7.427382045321995,6.373075750139025,43.41678517063459,10.45650824614697,2.440918975406223,4.0865862754484015
רון כץ,42.27648496677478,4.562190161645413,12.971166102091471,6.082803471883138,27.38263353804747,5.148106604814529,15.469231462478637,0.4906182696421941
רות וסרמן-לנדה,51.19046677007444,2.150271864194009,16.458103550804985,6.26279271973504,24.12063819201042,6.285212561902073,8.350529816415575,1.805521261981792
רם בן ברק,14.190227953406671,1.092950514187881,6.885996301968892,6.111412902673085,79.394747720294,1.7960103964142036,2.3776024281978607,1.2576173191385653
רם שפע,30.270337998867035,6.208501288159327,7.193070455030962,6.301020882346413,50.79326490532946,6.953765600242398,2.797246304425326,1.4237669862129472
שירלי פינטו,54.76067625121637,9.073225242509084,6.612067959525368,6.182080095464533,31.566775664009832,2.0378000235015694,2.429991375316273,0.4268374741077423
שלמה קרעי,24.038648986003615,11.131402481516654,7.06088265505704,6.768530563874678,51.38457950039513,7.5134918058121745,3.2030818570743906,0.9505176312205467
שמחה רוטמן,16.21646820474416,3.091527735814452,10.165225774049759,6.243298649787903,46.112983805825934,27.941939927637577,2.56881482899189,0.7459389576688409
שרון רופא-אופיר,45.06996388575884,1.911752977353685,6.849432440365062,6.136536233565387,34.977776923600366,9.048185772262514,7.219990547965555,4.288889354519436
שרן השכל,44.08845823984372,0.6789238429628313,7.269722779591878,6.124539239065988,35.29380619880699,15.874263856892608,2.456221489679246,0.9069196835792225
תמר זנדברג,41.43456767499447,2.535956593385587,18.23320782184601,8.11191068092982,34.18693781081432,6.036125267234941,2.5786498188972473,1.0575648058826725
